index,id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
614,969561,5295332,Ellen,78731,30.32584,-97.76619,Private room,95,2,104,4/7/2019,1.63,1,0
615,969565,5225616,Baylor,78703,30.27304,-97.7534,Entire home/apt,150,4,20,2/22/2019,0.3,2,351
616,971055,4349514,Alex,78705,30.29468,-97.73941,Entire home/apt,70,2,58,12/7/2018,0.91,1,134
618,972878,5319009,Allix,78703,30.28991,-97.76323,Entire home/apt,89,2,145,4/21/2019,3.17,2,338
619,973313,274880,Craig,78741,30.24095,-97.73029,Entire home/apt,85,5,95,4/25/2019,1.27,1,53
620,973664,5323769,Kendel,78704,30.24415,-97.74386,Entire home/apt,116,30,5,4/8/2019,0.07,1,229
621,975093,266202,Arif,78704,30.24423,-97.74777,Private room,85,3,33,5/5/2019,0.48,1,350
622,977492,4725234,Roman & Andrea,78702,30.25212,-97.72379,Entire home/apt,130,2,334,5/7/2019,4.45,2,77
623,977906,5350399,Chris,78705,30.29822,-97.73275,Entire home/apt,115,3,1,3/19/2019,0.53,2,359
624,978089,5352009,Daniel,78722,30.28573,-97.72013,Private room,200,1,1,3/12/2013,0.01,1,365
625,978566,5356163,Benjamin,78704,30.22915,-97.7647,Private room,260,5,3,10/14/2014,0.05,2,365
626,978680,2851885,Bart,78746,30.31618,-97.79989,Entire home/apt,225,1,13,5/6/2019,0.54,1,168
627,980203,1689329,Eric,78702,30.26278,-97.71601,Entire home/apt,375,2,49,5/5/2019,0.65,1,154
628,980424,5367671,Jeremy,78702,30.25808,-97.72577,Entire home/apt,576,2,111,4/28/2019,1.77,3,165
632,983864,974631,Austin,78701,30.26513,-97.74246,Entire home/apt,499,1,97,4/14/2019,1.32,11,76
633,985426,1726785,Sid,78702,30.27468,-97.70331,Private room,35,30,12,4/1/2019,0.16,2,292
635,987113,4666240,Douglas,78704,30.24604,-97.77,Private room,49,2,138,5/7/2019,1.87,2,93
636,987948,3906921,Madeline,78702,30.26125,-97.735,Entire home/apt,120,1,92,4/27/2019,3.49,1,71
637,987954,2954313,Laura,78702,30.26461,-97.72974,Entire home/apt,392,2,70,4/29/2019,0.96,1,283
638,988173,1568741,Jim O',78745,30.20867,-97.77081,Entire home/apt,60,2,4,3/14/2019,0.06,12,365
639,992903,5438095,Mathew,78702,30.26305,-97.70771,Private room,55,1,75,5/4/2019,1.05,3,352
640,996332,5473957,Susanna,78704,30.24967,-97.75594,Private room,95,2,182,4/13/2019,2.89,1,233
641,999823,6386445,Nan,78704,30.24802,-97.75141,Entire home/apt,110,2,228,5/6/2019,3.8,3,146
642,1001303,5467931,Jennifer,78757,30.33668,-97.72705,Entire home/apt,225,2,33,5/5/2019,0.91,2,151
643,1001673,5509090,Ben,78758,30.35706,-97.70851,Private room,59,2,21,3/17/2019,0.33,1,89
644,1007322,5540919,Jiri,78701,30.26515,-97.74001,Entire home/apt,249,2,120,4/22/2019,1.89,1,44
645,1008703,639718,A.,78745,30.2108,-97.81143,Entire home/apt,69,30,13,11/7/2018,0.18,1,316
646,1009806,5555499,David,78701,30.26578,-97.74079,Entire home/apt,149,1,79,3/28/2019,1.08,1,50
647,1013523,4437388,Stacey,78701,30.26609,-97.74282,Entire home/apt,250,3,148,5/5/2019,2.33,7,49
648,1013629,5575763,Yvonne & Cameron,78702,30.25929,-97.71145,Entire home/apt,90,2,308,5/6/2019,6.05,1,319
649,1021139,5620519,Steve,78722,30.29087,-97.71895,Entire home/apt,90,1,789,5/11/2019,10.7,1,290
650,1024597,5641001,Blair,78701,30.27045,-97.74747,Private room,137,3,78,5/4/2019,1.05,1,355
651,1024819,4635658,Tracy,78705,30.30107,-97.74039,Entire home/apt,52,1,514,4/29/2019,6.92,2,76
652,1034604,5694515,Suzanne,78704,30.26268,-97.77688,Entire home/apt,800,2,6,3/17/2019,0.35,1,42
653,1042961,5742468,Marisse,78741,30.22205,-97.72255,Entire home/apt,220,3,3,3/13/2019,0.21,1,0
654,1046422,5761073,Vannak And Veronica (V2),78701,30.26513,-97.74144,Entire home/apt,205,2,87,4/27/2019,1.2,2,107
655,1048859,5775128,Derek,78741,30.22493,-97.74014,Entire home/apt,85,2,131,4/29/2019,2.08,1,72
656,1049106,5776937,Jessica,78704,30.25848,-97.75949,Entire home/apt,1090,2,1,3/17/2016,0.03,2,259
657,1059128,422589,John,78752,30.32896,-97.68712,Entire home/apt,219,2,112,4/28/2019,1.63,1,249
658,1074064,2201286,Harshan,78717,30.48869,-97.77277,Private room,35,5,7,3/18/2019,0.13,2,333
659,1079379,5894556,Victoria,78704,30.24263,-97.77153,Private room,67,30,66,10/15/2017,0.97,1,160
660,1080704,1648173,Kristen,78701,30.28,-97.74403,Entire home/apt,107,1,561,5/3/2019,7.6,2,137
661,1080879,4666240,Douglas,78704,30.24573,-97.77192,Private room,49,2,108,3/16/2019,1.46,2,28
663,1109489,6090278,Tim,78723,30.30537,-97.69642,Private room,60,1,185,4/29/2019,2.54,2,192
664,1117880,5920345,Anique,78748,30.15597,-97.80339,Entire home/apt,209,2,60,5/6/2019,0.9,1,249
665,1125837,2928693,Kate,78703,30.27636,-97.75888,Entire home/apt,1900,2,8,4/7/2019,0.16,1,0
666,1126920,6182474,Ashley,78704,30.24345,-97.75602,Entire home/apt,575,2,168,4/28/2019,2.42,2,317
667,1135629,6229799,Yoav,78702,30.25948,-97.73205,Entire home/apt,400,3,4,3/15/2017,0.06,1,117
670,1144900,5520819,Cindy,78704,30.25307,-97.74147,Entire home/apt,50,90,4,11/25/2018,0.13,1,225
671,1148536,802614,Amit,78702,30.2557,-97.73613,Entire home/apt,325,2,184,5/5/2019,2.56,4,334
672,1157268,4929310,Ryan,78701,30.26428,-97.7399,Entire home/apt,349,1,123,3/11/2019,1.76,25,311
673,1157317,4929310,Ryan,78701,30.26432,-97.74107,Entire home/apt,575,1,125,4/15/2019,1.87,25,327
674,1162922,4929310,Ryan,78701,30.26592,-97.74216,Entire home/apt,179,1,129,4/17/2019,1.82,25,331
675,1165854,5766765,Holly,78704,30.25642,-97.75579,Entire home/apt,85,7,19,5/1/2019,0.49,2,347
676,1182544,6469089,Jeff,78731,30.32733,-97.75976,Entire home/apt,105,28,138,4/20/2019,2,1,64
677,1195493,1927941,Nicky,78702,30.27671,-97.71656,Private room,53,4,131,5/5/2019,2.21,1,78
679,1206474,6590859,Susan,78722,30.29266,-97.71242,Private room,100,1,89,5/4/2019,1.27,1,333
680,1213690,2436512,Crystal,78702,30.25869,-97.72265,Entire home/apt,300,1,381,5/3/2019,5.35,8,309
681,1221209,5438095,Mathew,78702,30.26087,-97.70686,Private room,40,1,110,3/14/2019,1.61,3,0
682,1232107,6412093,Paige And Ron,78734,30.38039,-97.96191,Entire home/apt,229,2,59,4/19/2019,0.84,2,340
684,1236371,4893298,Mary,78704,30.25096,-97.76978,Entire home/apt,297,2,115,3/28/2019,1.67,4,197
685,1242559,582827,Troy,78756,30.32085,-97.74909,Entire home/apt,139,30,9,10/9/2017,0.13,2,166
686,1248702,5446383,Chris,78756,30.31499,-97.73979,Entire home/apt,98,2,231,4/21/2019,3.3,1,245
687,1255816,427519,Anne,78704,30.24304,-97.74149,Entire home/apt,111,1,369,5/11/2019,5.18,1,325
688,1264454,5549451,S&A,78746,30.26256,-97.80625,Entire home/apt,149,1,104,5/5/2019,2.53,1,76
689,1267100,4893298,Mary,78704,30.2504,-97.76793,Entire home/apt,795,3,25,4/28/2019,0.4,4,180
691,1278532,2436512,Crystal,78702,30.2557,-97.72447,Entire home/apt,80,1,481,5/6/2019,6.82,8,255
692,1283113,5722891,Top Trip Rentals,78701,30.26645,-97.73816,Entire home/apt,1095,1,46,4/29/2019,0.8,1,237
693,1287283,7000890,TurnKey Vacation Rentals,78731,30.37432,-97.77602,Entire home/apt,462,2,65,5/6/2019,0.92,1,304
695,1296548,4035731,Matt & Amy,78723,30.2916,-97.68569,Entire home/apt,89,28,7,11/17/2018,0.14,1,181
696,1299750,7066947,Leslie,78734,30.37166,-97.91677,Private room,79,1,34,5/5/2019,2.49,1,62
697,1305257,7096463,Robin And Mike,78704,30.24501,-97.76073,Private room,89,1,158,5/13/2019,2.49,2,322
698,1305261,7096463,Robin And Mike,78704,30.24676,-97.76142,Entire home/apt,399,3,10,3/17/2019,0.18,2,221
699,1317291,1742462,Jacob,78702,30.25279,-97.71782,Entire home/apt,59,30,137,4/1/2017,1.97,1,0
701,1327668,739362,Barbara,78757,30.33855,-97.74428,Private room,69,2,189,1/15/2019,2.73,6,0
702,1342654,7281438,Lawrence,78704,30.26035,-97.75322,Entire home/apt,119,2,121,4/29/2019,1.78,2,243
703,1343707,7284062,Anita,78746,30.31268,-97.80034,Entire home/apt,835,2,50,5/9/2019,1.3,2,336
704,1347029,1260181,Kelly,78745,30.2263,-97.79029,Entire home/apt,120,2,20,4/21/2019,1.67,2,308
705,1347317,1739801,Terry,78702,30.2599,-97.71482,Entire home/apt,889,1,165,5/12/2019,2.38,28,311
706,1348670,1260181,Kelly,78745,30.22155,-97.78815,Private room,60,2,22,10/12/2018,0.32,2,220
707,1349780,7323557,Katie,78735,30.25314,-97.83253,Entire home/apt,499,2,36,5/5/2019,0.53,1,358
708,1369433,6333125,Cheasty,78704,30.25751,-97.76552,Entire home/apt,750,2,9,10/15/2017,0.13,1,365
709,1388265,739362,Barbara,78757,30.33674,-97.74377,Entire home/apt,375,3,89,5/5/2019,1.42,6,236
710,1391406,207976,Mark,78741,30.21993,-97.7247,Private room,79,2,28,3/17/2019,0.55,1,362
711,1397983,7547072,Kathleen,78704,30.25001,-97.79314,Entire home/apt,150,2,7,5/4/2019,0.13,1,357
712,1398635,7386854,Lindsey,78705,30.30037,-97.74338,Entire home/apt,90,1,264,5/13/2019,3.85,1,295
713,1401705,7567467,Chalu,78752,30.32581,-97.68252,Private room,35,1,218,4/30/2019,3.11,7,73
714,1402358,5438095,Mathew,78702,30.26304,-97.70693,Private room,61,1,135,5/6/2019,1.95,3,333
715,1417524,7637276,Steven,78704,30.25142,-97.76362,Private room,127,1,47,8/10/2017,0.67,2,0
716,1425971,7659354,Amy,78704,30.2455,-97.73573,Entire home/apt,950,2,23,3/10/2019,0.37,1,360
717,1428582,814883,Kristen,78702,30.26534,-97.73108,Entire home/apt,200,2,151,4/21/2019,2.69,12,273
718,1456594,5761073,Vannak And Veronica (V2),78701,30.26583,-97.74124,Entire home/apt,265,2,123,4/15/2019,1.84,2,101
719,1458379,4893298,Mary,78704,30.25024,-97.76842,Entire home/apt,155,2,63,4/11/2019,0.9,4,13
720,1461266,578211,Pete,78751,30.30226,-97.72869,Entire home/apt,119,5,38,3/13/2019,0.55,9,339
721,1462311,740347,Chris,78704,30.24705,-97.75555,Entire home/apt,135,1,665,5/13/2019,9.84,1,284
722,1462557,7838294,Sara,78757,30.34135,-97.74461,Entire home/apt,80,2,123,5/12/2019,1.78,1,334
723,1466245,1825160,Cole,78704,30.226,-97.76374,Entire home/apt,120,2,97,5/12/2019,1.92,1,353
724,1484462,7857883,Steve,78704,30.25231,-97.77757,Entire home/apt,79,2,251,5/12/2019,3.82,1,14
725,1499714,8014187,Shannon,78702,30.2602,-97.73269,Entire home/apt,114,1,324,5/3/2019,4.67,2,286
726,1502213,8026447,Peter,78704,30.22718,-97.76455,Entire home/apt,55,30,1,9/29/2016,0.03,1,249
727,1507941,8054740,Christopher,78722,30.28688,-97.71465,Entire home/apt,139,2,126,4/16/2019,1.96,1,40
728,1511053,8070220,Cody,78705,30.30047,-97.73676,Shared room,29,2,137,4/30/2019,2.02,1,145
729,1520504,1726059,Austin,78704,30.24392,-97.78608,Entire home/apt,99,2,44,4/13/2019,0.71,6,11
730,1520607,7954095,Anup,78741,30.22534,-97.69402,Private room,65,2,45,10/23/2017,0.67,4,0
731,1525103,1488733,Brooke,78704,30.24989,-97.77807,Entire home/apt,140,2,65,11/23/2018,0.95,34,9
732,1535250,8187341,Natalya,78756,30.32725,-97.73824,Entire home/apt,89,2,110,4/8/2019,1.59,3,261
734,1542779,7567467,Chalu,78752,30.32783,-97.68323,Private room,40,1,178,5/5/2019,2.56,7,86
735,1551163,5648290,Mike,78702,30.25164,-97.71512,Entire home/apt,285,1,3,10/22/2017,0.1,1,0
736,1561778,7281978,Joan,78759,30.3705,-97.74549,Entire home/apt,350,30,3,8/16/2015,0.06,1,365
737,1570491,4929310,Ryan,78701,30.2649,-97.74244,Entire home/apt,179,1,152,4/18/2019,2.24,25,305
738,1574364,426804,Anthony,78704,30.25354,-97.79289,Entire home/apt,350,3,5,4/27/2017,0.08,1,0
739,1574481,8368983,Albert & Meg,78702,30.2552,-97.73587,Entire home/apt,400,3,21,3/15/2019,0.33,1,173
741,1577342,8384474,Erin,78702,30.27977,-97.71377,Entire home/apt,105,2,244,4/28/2019,3.78,1,66
742,1578787,8395205,Andrew,78702,30.27533,-97.72979,Entire home/apt,425,1,1,3/12/2014,0.02,1,365
743,1579405,8402421,Andy,78702,30.28135,-97.70884,Entire home/apt,252,3,134,5/13/2019,1.98,2,222
745,1588655,3264154,Sharon,78745,30.22512,-97.80709,Entire home/apt,950,3,52,4/27/2019,0.94,2,286
746,1592065,8289500,Desirae,78704,30.24758,-97.76276,Entire home/apt,275,3,59,2/21/2019,0.87,1,208
747,1593451,8495321,Rebecca,78704,30.24736,-97.77576,Entire home/apt,99,2,161,5/4/2019,2.5,1,157
748,1593744,1409844,Lakshmi,78704,30.24808,-97.77569,Entire home/apt,150,2,4,10/14/2014,0.06,1,0
749,1594441,5138696,Jodi,78705,30.28738,-97.7248,Entire home/apt,169,2,11,4/29/2019,0.23,1,215
750,1596096,8510754,Heart,78704,30.24672,-97.74875,Entire home/apt,150,1,95,5/11/2019,1.61,4,8
751,1599035,172182,Brian & Leah,78704,30.23937,-97.75721,Entire home/apt,488,1,161,5/4/2019,2.34,3,185
752,1601874,8536475,Rosewood,78702,30.27082,-97.72673,Private room,199,2,9,3/14/2019,0.19,1,0
753,1608994,578211,Pete,78751,30.30222,-97.7287,Entire home/apt,159,5,48,5/13/2019,0.7,9,350
754,1612438,8584307,Nellie,78704,30.25143,-97.75016,Entire home/apt,235,2,21,5/12/2019,0.32,1,205
755,1613733,377254,Sam,78702,30.27075,-97.71549,Entire home/apt,199,1,145,4/28/2019,2.22,1,330
756,1618270,411520,Melissa,78703,30.2966,-97.76174,Entire home/apt,500,3,2,3/21/2018,0.06,1,362
757,1618754,8612372,Martha,78731,30.36539,-97.75179,Private room,100,1,8,10/28/2018,0.12,1,365
758,1622688,8629496,Sara,78722,30.30336,-97.71275,Entire home/apt,70,2,138,4/29/2019,2.01,1,69
759,1623007,8463840,Lawrence,78702,30.2592,-97.73446,Entire home/apt,395,2,119,5/6/2019,2.06,1,296
760,1623582,2672219,Stephen&Ramona,78757,30.34246,-97.73028,Entire home/apt,331,3,2,12/27/2018,0.35,1,168
761,1627417,1514891,Nell,78738,30.30878,-97.98471,Entire home/apt,130,2,83,4/28/2019,1.32,1,207
762,1635453,8686465,Rene & Thomas,78745,30.21933,-97.7743,Private room,50,1,165,4/28/2019,2.6,4,67
763,1640231,8708918,Jamie And Aja,78702,30.2488,-97.72462,Entire home/apt,99,3,153,5/7/2019,2.24,1,313
765,1641751,8716539,Eric & Erin,78704,30.24329,-97.7657,Entire home/apt,82,2,240,5/7/2019,3.52,1,351
767,1645518,8732670,Diane And Gary,78737,30.21277,-97.96575,Entire home/apt,165,2,134,4/28/2019,1.97,1,56
768,1646670,7577297,Michael,78703,30.2812,-97.76822,Entire home/apt,695,2,35,4/28/2019,0.53,1,343
770,1654316,8771676,Julia,78702,30.26849,-97.72394,Entire home/apt,275,2,21,4/15/2019,0.31,1,271
771,1659722,5190127,Anais,78731,30.34087,-97.77288,Private room,150,1,2,3/14/2017,0.04,1,0
772,1664692,8816698,Michelle,78703,30.28869,-97.75762,Private room,150,2,116,4/20/2019,1.7,1,174
774,1668551,2492382,Samuel,78704,30.24102,-97.74939,Entire home/apt,450,1,1,3/12/2014,0.02,1,365
775,1672225,8852403,Shelley,78751,30.31907,-97.72064,Entire home/apt,253,30,16,3/23/2019,0.24,1,254
776,1673142,6253447,Karen,78746,30.27708,-97.7901,Entire home/apt,1600,3,18,3/18/2019,0.29,1,161
777,1673168,1488733,Brooke,78704,30.23836,-97.76238,Entire home/apt,300,1,111,4/29/2019,1.97,34,257
778,1677516,8874960,Tatiana,78734,30.37691,-97.91755,Private room,45,1,16,5/24/2017,0.48,1,0
779,1681072,7982442,Chris And Vanessa,78704,30.25875,-97.77284,Entire home/apt,750,2,56,4/23/2019,1.11,1,280
781,1683574,578211,Pete,78751,30.3022,-97.72784,Entire home/apt,159,5,37,5/4/2019,1.13,9,326
782,1683591,4689326,Heather,78704,30.25246,-97.74823,Entire home/apt,382,1,185,1/20/2019,2.76,2,0
783,1698089,8967238,Heidi,78701,30.26904,-97.74701,Entire home/apt,175,30,38,2/28/2019,0.58,1,296
784,1699415,8973365,Inger,78704,30.25895,-97.77375,Entire home/apt,125,2,49,3/12/2019,0.86,1,230
785,1702743,425706,Robert,78722,30.28282,-97.70824,Entire home/apt,125,30,10,2/28/2019,0.15,6,361
787,1703216,1232812,Brian And Meredith,78704,30.2561,-97.76681,Entire home/apt,149,3,120,3/16/2019,1.78,1,73
788,1703893,3769063,Ashley,78722,30.29414,-97.71802,Private room,59,2,154,4/29/2019,2.26,1,79
789,1704436,8428581,Brunson,78704,30.24829,-97.74656,Entire home/apt,175,2,98,5/12/2019,1.46,1,342
791,1704832,175669,Rachel,78704,30.24425,-97.77762,Entire home/apt,250,2,15,4/14/2019,0.24,2,359
792,1706466,9005567,Lori,78704,30.23771,-97.74826,Private room,65,4,11,3/27/2017,0.28,3,61
793,1708424,2293378,Kc,78704,30.24717,-97.74959,Entire home/apt,2000,7,3,10/8/2017,0.08,4,133
795,1717090,9053200,Linda,78703,30.27691,-97.75292,Entire home/apt,195,3,33,4/20/2019,0.49,1,348
796,1717810,9056711,Jacob,78722,30.28732,-97.71165,Entire home/apt,550,1,14,6/13/2014,0.22,1,365
797,1720604,9035884,Elissa,78746,30.26871,-97.80186,Entire home/apt,499,2,32,10/21/2018,0.51,1,285
800,1724144,9087949,Greg,78751,30.30281,-97.72988,Entire home/apt,114,2,56,4/3/2019,0.91,1,270
801,1724256,9088497,James,78704,30.2599,-97.75455,Entire home/apt,400,2,12,3/13/2019,0.19,1,338
803,1725964,4435121,Forrest,78702,30.25104,-97.72704,Entire home/apt,300,1,35,2/16/2016,0.57,1,0
804,1727257,4912454,Ishrat,78702,30.26565,-97.71691,Private room,95,7,48,5/28/2018,0.71,2,296
805,1731755,9123693,Joy,78745,30.22035,-97.78377,Private room,100,3,10,10/30/2015,0.18,2,0
806,1732956,5110394,Erik & Kara,78722,30.2894,-97.7228,Entire home/apt,375,2,39,6/5/2016,0.58,1,358
807,1733137,9131066,Laura,78704,30.25983,-97.76423,Entire home/apt,125,2,137,4/28/2019,2.01,2,154
808,1735020,1807862,Rachael,78722,30.30159,-97.71253,Private room,55,1,128,5/7/2019,1.88,2,88
809,1735938,9142238,Patryce,78745,30.22068,-97.78164,Entire home/apt,389,1,45,4/14/2019,0.8,1,365
810,1736648,4929310,Ryan,78701,30.26634,-97.7414,Entire home/apt,349,1,152,4/8/2019,2.24,25,333
811,1737139,1628864,Michael & Luz,78704,30.2586,-97.77378,Entire home/apt,75,1,164,5/6/2019,2.4,1,152
812,1737270,8219026,Benjamin,78722,30.28674,-97.70727,Entire home/apt,50,2,157,4/15/2019,3.42,3,227
813,1741604,9168485,Ginger,78702,30.25749,-97.7277,Entire home/apt,75,2,463,5/11/2019,6.85,1,175
814,1743161,974631,Austin,78701,30.26645,-97.74209,Entire home/apt,499,1,112,4/15/2019,1.73,11,72
815,1743366,974631,Austin,78701,30.26607,-97.7425,Entire home/apt,299,1,103,4/15/2019,1.51,11,25
816,1746410,2200456,Tressa,78741,30.2285,-97.69743,Entire home/apt,135,3,12,8/19/2018,0.19,8,287
817,1746745,9192957,Anil,78731,30.34776,-97.76921,Entire home/apt,600,4,1,3/19/2014,0.02,1,361
819,1750312,9208199,Sara,78703,30.28313,-97.77479,Private room,400,20,3,4/24/2017,0.09,1,358
820,1751718,9214695,Kirk,78704,30.25472,-97.77501,Entire home/apt,119,2,49,5/5/2019,0.89,1,247
821,1755240,4929310,Ryan,78701,30.26649,-97.74203,Entire home/apt,495,1,129,4/15/2019,1.91,25,295
822,1757346,9240919,John And Vivien,78736,30.26291,-97.93828,Private room,59,2,69,3/24/2019,1.1,2,274
823,1759475,6658380,Erwin,78757,30.33595,-97.73722,Private room,50,3,41,3/17/2019,1.04,2,172
825,1776078,1710742,Jaclyn,78701,30.26613,-97.74099,Entire home/apt,145,3,189,4/16/2019,3,2,256
826,1777542,8752986,Alex,78741,30.23303,-97.73107,Private room,300,1,1,3/14/2014,0.02,1,365
827,1777600,487072,Greg & Amanda,78750,30.45876,-97.82094,Entire home/apt,159,30,78,5/4/2019,1.29,10,207
828,1792601,9405106,Sarah,78748,30.17061,-97.79314,Private room,36,1,17,9/4/2018,1.01,1,0
829,1793471,7637276,Steven,78704,30.25258,-97.76034,Entire home/apt,492,1,67,5/5/2019,1.01,2,352
830,1795965,9419950,Wade,78702,30.27665,-97.71594,Entire home/apt,155,2,75,4/14/2019,1.17,1,356
831,1802053,8634478,Jennifer,78702,30.2601,-97.73156,Entire home/apt,350,2,24,8/6/2018,0.38,1,0
832,1803353,9454445,Jordana,78701,30.27491,-97.74899,Entire home/apt,712,3,10,5/4/2018,0.16,1,362
833,1805494,9463145,Joi,78704,30.25653,-97.76586,Entire home/apt,150,2,35,5/5/2019,0.57,2,176
834,1814899,9506147,Justin,78701,30.27499,-97.75127,Entire home/apt,650,3,7,3/15/2016,0.12,1,0
835,1822588,1827958,Bryce And Rachael,78702,30.2589,-97.72661,Entire home/apt,235,2,219,5/5/2019,3.47,3,122
836,1825193,1714345,Ginger,78745,30.20798,-97.79297,Private room,70,1,6,4/23/2018,0.1,1,365
839,1828073,574394,Theresa,78723,30.31114,-97.70027,Entire home/apt,167,2,20,10/21/2018,0.3,2,72
840,1830545,487072,Greg & Amanda,78757,30.36191,-97.72593,Entire home/apt,99,60,20,3/31/2019,0.31,10,221
841,1831035,9576720,Tracen,78703,30.27538,-97.75805,Entire home/apt,375,2,47,4/28/2019,1.95,1,232
842,1834830,9573493,Craig,78703,30.29508,-97.77781,Entire home/apt,2000,5,1,3/18/2014,0.02,1,0
843,1836617,9601914,Natalie,78736,30.23727,-97.88318,Entire home/apt,1380,3,24,4/28/2019,0.64,1,310
844,1839260,9613153,Rolando,78726,30.4369,-97.87249,Private room,110,1,10,4/20/2019,0.44,3,360
845,1839958,412855,Robin,78759,30.37621,-97.75844,Entire home/apt,65,30,4,4/13/2019,0.27,2,149
846,1843753,5502116,Trey,78704,30.22605,-97.76678,Entire home/apt,99,3,9,10/16/2017,0.16,1,0
847,1846411,9645523,Chuck,78703,30.27434,-97.75441,Entire home/apt,370,3,6,1/20/2016,0.1,1,315
848,1850914,9666649,Robert And Inge,78704,30.24654,-97.78645,Private room,125,2,6,5/19/2018,0.1,1,346
851,1854758,3752014,Kirsten,78735,30.23581,-97.80804,Entire home/apt,200,2,5,10/10/2018,0.15,4,83
852,1856271,37329,Jill,78704,30.22692,-97.76741,Entire home/apt,499,2,39,5/5/2019,0.62,6,359
853,1860352,9704934,Shawna,78703,30.29426,-97.76297,Entire home/apt,199,1,68,5/10/2019,1.08,1,288
854,1864528,3605574,Rachel,78703,30.29442,-97.76805,Entire home/apt,400,3,2,3/19/2015,0.03,1,365
856,1872960,4308304,Steven,78723,30.30233,-97.68085,Entire home/apt,49,2,133,10/15/2017,2.11,1,0
857,1875121,3715137,Melissa,78702,30.26832,-97.73151,Entire home/apt,119,2,306,5/13/2019,4.56,1,50
858,1880094,61292,Jeany And Mose,78702,30.25243,-97.7213,Entire home/apt,80,1,527,4/29/2019,7.89,1,187
859,1881597,2927288,Tracy,78704,30.24274,-97.75059,Entire home/apt,133,1,289,4/29/2019,4.39,2,338
860,1887570,9797006,Russell,78701,30.26879,-97.75092,Entire home/apt,750,2,1,9/21/2015,0.02,1,0
861,1892933,8597490,Sharon,78733,30.34492,-97.8731,Entire home/apt,300,2,34,5/5/2019,1.76,1,308
863,1901790,4753546,Paprika,78702,30.25364,-97.72164,Entire home/apt,99,20,13,4/30/2017,0.23,2,359
864,1906190,3730648,Benjamin,78731,30.31269,-97.75035,Entire home/apt,115,1,430,5/10/2019,6.57,2,296
865,1910310,9912901,Daniela,78705,30.28683,-97.75249,Entire home/apt,600,1,2,3/15/2016,0.04,1,0
866,1913498,247600,Danielle,78702,30.2741,-97.72681,Private room,250,4,21,12/5/2018,0.32,2,245
868,1929377,1421618,Diana,78729,30.46325,-97.78584,Private room,67,2,54,10/8/2018,0.96,4,0
869,1934259,9036480,Dan,78702,30.2752,-97.72819,Entire home/apt,79,3,29,1/20/2019,0.43,1,2
870,1934911,5279293,Frank And Katie,78722,30.28238,-97.71474,Entire home/apt,73,2,78,5/5/2019,1.17,2,24
871,1935282,4018268,Bradley,78702,30.28065,-97.71072,Entire home/apt,103,1,337,5/9/2019,5.15,2,312
872,1943518,10016864,Robert,78724,30.27913,-97.62897,Entire home/apt,120,2,2,3/22/2016,0.05,1,0
873,1952273,5428198,Alan,78734,30.42058,-97.92184,Entire home/apt,195,7,58,4/1/2019,0.87,1,163
874,1953384,10098752,Todd & Laura,78738,30.33013,-97.98038,Entire home/apt,219,2,9,10/21/2018,0.16,1,336
875,1954417,574394,Theresa,78723,30.31268,-97.70089,Private room,50,2,141,5/7/2019,2.14,2,2
876,1965959,1726059,Austin,78704,30.25411,-97.77655,Entire home/apt,175,3,50,3/30/2019,0.8,6,57
877,1967182,10160952,Amy,78735,30.25238,-97.83117,Entire home/apt,425,4,9,2/11/2019,0.14,1,314
878,1979797,10217229,Abraham,78703,30.29011,-97.7695,Entire home/apt,1250,3,4,3/13/2017,0.06,1,0
879,1990225,890453,Vyjayanthi,78704,30.23931,-97.79027,Private room,179,2,3,1/5/2014,0.05,1,0
880,1997625,10293287,Ann,78705,30.2983,-97.7318,Entire home/apt,129,1,51,4/20/2019,0.91,8,344
881,2006522,10293287,Ann,78704,30.24984,-97.77915,Entire home/apt,109,1,53,4/28/2019,0.87,8,286
882,2010358,2145939,Brad,78703,30.27684,-97.76042,Entire home/apt,69,2,285,4/29/2019,4.41,3,267
883,2028500,408793,Jason,78741,30.23345,-97.73605,Entire home/apt,80,1,317,4/28/2019,4.93,6,69
884,2030700,1822593,Alexa,78704,30.23103,-97.78261,Private room,190,3,37,3/10/2019,0.56,2,90
885,2036294,10381875,Patricia,78756,30.32289,-97.7307,Entire home/apt,84,6,9,5/16/2018,0.14,1,140
886,2036514,1813134,Eryn,78702,30.27292,-97.71129,Private room,279,4,2,3/15/2018,0.04,3,100
887,2038344,10457194,Tanya,78748,30.17137,-97.81751,Entire home/apt,150,1,19,4/15/2019,0.97,1,149
888,2038595,3702973,B,78701,30.27913,-97.73665,Entire home/apt,899,1,22,4/21/2019,0.36,3,363
889,2041847,4437388,Stacey,78701,30.26609,-97.74073,Entire home/apt,230,3,98,4/21/2019,1.55,7,93
890,2045501,10487205,Kirk And Linley,78702,30.25694,-97.72357,Entire home/apt,975,3,5,4/6/2019,0.1,1,89
891,2048537,10500741,Molly,78703,30.27572,-97.75867,Entire home/apt,485,2,55,1/5/2019,0.86,1,283
892,2056845,1518835,Russ,78704,30.24993,-97.75779,Entire home/apt,320,7,7,3/13/2017,0.11,1,290
893,2057036,10293287,Ann,78704,30.24934,-97.77859,Entire home/apt,139,1,79,4/20/2019,1.25,8,292
